Num_commune,Num_Dep,Nom_Ville,Longitude,Latitude
19263,19,SOUDEILLES,2.08333,45.45
19147,19,NESPOULS,1.5,45.05
19067,19,CUREMONTE,1.75,45
19217,19,SAINT-JULIEN-MAUMONT,1.78333,45.0333
19132,19,MENOIRE,1.8,45.1
19093,19,JUGEALS-NAZARETH,1.55,45.0833
19270,19,TROCHE,1.43333,45.3833
19053,19,CHAVEROCHE,2.25,45.5833
19163,19,LE PESCHER,1.73333,45.0833
19240,19,SAINT-SALVADOUR,1.76667,45.3833
19012,19,ASTAILLAC,1.83333,44.95
19079,19,EYBURIE,1.63333,45.45
19073,19,EGLETONS,2.05,45.4
19167,19,CONFOLENT-PORT-DIEU,2.51667,45.55
19129,19,MASSERET,1.51667,45.5333
19154,19,ORGNAC-SUR-VEZERE,1.43333,45.3333
19262,19,SOUDAINE-LAVINADIERE,1.73333,45.55
19044,19,LA CHAPELLE-AUX-SAINTS,1.71667,44.9833
19165,19,PEYRISSAC,1.68333,45.5
19194,19,SAINT-CLEMENT,1.68333,45.3333
19257,19,SERILHAC,1.73333,45.1
19178,19,SADROC,1.55,45.2833
19169,19,PUY-D'ARNAC,1.8,45.0333
19002,19,AIX,2.38333,45.6167
19062,19,CORREZE,1.88333,45.3667
19253,19,SEGONZAC,1.26667,45.2667
19037,19,CHAMBOULIVE,1.7,45.4333
19015,19,AYEN,1.31667,45.25
19231,19,SAINT-PARDOUX-LA-CROISILLE,1.98333,45.25
19274,19,USSAC,1.61667,45.1167
19059,19,CONCEZE,1.35,45.35
19141,19,MONESTIER-MERLINES,2.48333,45.65
19085,19,GIMEL-LES-CASCADES,1.85056,45.2995
19206,19,SAINT-GERMAIN-LAVOLPS,2.21667,45.6167
19211,19,SAINT-HILAIRE-PEYROUX,1.65,45.2167
19251,19,SARRAN,1.95,45.4167
19173,19,RILHAC-XAINTRIE,2.2,45.1667
19120,19,LOUIGNAC,1.26667,45.2167
19061,19,CORNIL,1.68333,45.2167
19222,19,SAINT-MARTIN-LA-MEANNE,1.98333,45.1667
19282,19,VENARSAL,1.61667,45.2
19248,19,SAINT-YBARD,1.53333,45.45
19098,19,LAGARDE-ENVAL,1.81667,45.1833
19060,19,CONDAT-SUR-GANAVEIX,1.6,45.4667
19021,19,BELLECHASSAGNE,2.23333,45.65
19281,19,VEIX,1.83333,45.5167
19259,19,SEXCLES,2.01667,45.05
19131,19,MEILHARDS,1.65,45.55
19050,19,CHAUFFOUR-SUR-VELL,1.66667,45.0167
19041,19,CHANAC-LES-MINES,1.81667,45.2667
19065,19,COURTEIX,2.35,45.65
19094,19,JUILLAC,1.31667,45.3167
19160,19,PEROLS-SUR-VEZERE,1.98333,45.5833
19204,19,SAINT-FREJOUX,2.38333,45.5333
19134,19,MERLINES,2.46084,45.6473
19198,19,SAINT-ELOY-LES-TUILERIES,1.28333,45.45
19192,19,SAINT-CHAMANT,1.9,45.1333
19113,19,LIGINIAC,2.33334,45.4153
19095,19,LACELLE,1.81667,45.65
19020,19,BEAUMONT,1.8025,45.4223
19014,19,AURIAC,2.16667,45.2
19193,19,SAINT-CIRGUES-LA-LOUTRE,2.11667,45.0833
19238,19,SAINT-REMY,2.28333,45.65
19025,19,BEYSSENAC,1.26667,45.4
19087,19,GOURDON-MURAT,1.9,45.5333
19254,19,SEGUR-LE-CHATEAU,1.31667,45.4333
19189,19,SAINT-BONNET-LES-TOURS-DE-MERLE,2.08333,45.0667
19255,19,SEILHAC,1.71667,45.3667
19032,19,BRIVEZAC,1.85,45.0333
19083,19,FEYT,2.48333,45.7
19016,19,BAR,1.81667,45.35
19030,19,BRIGNAC-LA-PLAINE,1.33333,45.1833
19092,19,LE JARDIN,2.05,45.3167
19074,19,L'EGLISE-AUX-BOIS,1.8,45.65
19036,19,CHAMBERET,1.71667,45.5833
19039,19,CHAMPAGNAC-LA-NOAILLE,2.01667,45.3167
19105,19,LANTEUIL,1.66667,45.1333
19168,19,PRADINES,1.91667,45.5167
19177,19,ROSIERS-DE-JUILLAC,1.3,45.3
19144,19,MONTGIBAUD,1.41667,45.5167
19288,19,VOUTEZAC,1.43333,45.2833
19162,19,PERPEZAC-LE-NOIR,1.55,45.3167
19126,19,MARCILLAC-LA-CROZE,1.75,45.0333
19164,19,PEYRELEVADE,2.06667,45.7
19013,19,AUBAZINES,1.67,45.1742
19076,19,ESPARTIGNAC,1.6,45.4167
19245,19,SAINT-SYLVAIN,1.88333,45.1833
19226,19,SAINT-MERD-LES-OUSSINES,2.05,45.6333
19130,19,MAUSSAC,2.15,45.4833
19158,19,PANDRIGNES,1.85,45.2333
19136,19,MEYMAC,2.16667,45.5333
19003,19,ALBIGNAC,1.68333,45.1333
19250,19,SALON-LA-TOUR,1.53333,45.5
19223,19,SAINT-MARTIN-SEPERT,1.46667,45.4333
19077,19,ESTIVALS,1.46667,45.0333
19252,19,SARROUX,2.43333,45.4167
19080,19,EYGURANDE,2.46667,45.6667
19110,19,LATRONCHE,2.23333,45.3
19218,19,SAINT-JULIEN-PRES-BORT,2.4,45.4167
19081,19,EYREIN,1.95,45.3333
19142,19,MONESTIER-PORT-DIEU,2.51667,45.5
19107,19,LARCHE,1.41667,45.1167
19183,19,SAINT-BAZILE-DE-LA-ROCHE,1.96667,45.1667
19212,19,SAINT-HILAIRE-TAURIEUX,1.85,45.0667
19019,19,BEAULIEU-SUR-DORDOGNE,1.83333,44.9833
19187,19,SAINT-BONNET-LA-RIVIERE,1.36667,45.3
19084,19,FORGES,1.88333,45.1667
19196,19,SAINT-CYR-LA-ROCHE,1.4,45.2667
19114,19,LIGNAREIX,2.3,45.6167
19229,19,SAINT-PANTALEON-DE-LARCHE,1.45,45.1333
19241,19,SAINT-SETIERS,2.13333,45.7
19271,19,TUDEILS,1.8,45.05
19004,19,ALBUSSAC,1.83333,45.1333
19005,19,ALLASSAC,1.48333,45.25
19265,19,TARNAC,1.95,45.6833
19181,19,SAINT-AUGUSTIN,1.83333,45.4167
19137,19,MEYRIGNAC-L'EGLISE,1.85,45.4
19023,19,BEYNAT,1.72333,45.1245
19201,19,SAINT-EXUPERY-LES-ROCHES,2.38333,45.5167
19261,19,SORNAC,2.2,45.6667
19230,19,SAINT-PARDOUX-CORBIER,1.45,45.4333
19029,19,BRANCEILLES,1.7,45.0167
19275,19,USSEL,2.31667,45.55
19249,19,SAINT-YRIEIX-LE-DEJALAT,1.96667,45.45
19285,19,VIGEOIS,1.51667,45.3833
19205,19,SAINT-GENIEZ-O-MERLE,2.08333,45.0667
19102,19,LAMAZIERE-BASSE,2.16667,45.3667
19200,19,SAINT-ETIENNE-LA-GENESTE,2.35,45.45
19216,19,SAINT-JULIEN-LE-VENDOMOIS,1.31667,45.4667
19116,19,LIOURDRES,1.8,44.9333
19022,19,BENAYES,1.46667,45.5167
19058,19,COMBRESSOL,2.16667,45.4833
19213,19,SAINT-JAL,1.63333,45.4
19155,19,ORLIAC-DE-BAR,1.8,45.3667
19064,19,COUFFY-SUR-SARSONNE,2.33333,45.6667
19236,19,SAINT-PRIEST-DE-GIMEL,1.86667,45.3
19096,19,LADIGNAC-SUR-RONDELLES,1.83778,45.2337
19143,19,MONTAIGNAC-SAINT-HIPPOLYTE,2.01667,45.35
19103,19,LAMAZIERE-HAUTE,2.4,45.6667
19122,19,MADRANGES,1.78333,45.4833
19225,19,SAINT-MERD-DE-LAPLEAU,2.08333,45.2667
19007,19,ALTILLAC,1.86667,44.9667
19078,19,ESTIVAUX,1.48333,45.3167
19124,19,MANSAC,1.38333,45.1667
19176,19,ROSIERS-D'EGLETONS,2.01667,45.3833
19269,19,TREIGNAC,1.8,45.5333
19152,19,NONARDS,1.8,45.0333
19055,19,CHIRAC-BELLEVUE,2.31667,45.45
19208,19,SAINT-HILAIRE-FOISSAC,2.13333,45.3333
19188,19,SAINT-BONNET-L'ENFANTIER,1.51667,45.3
19111,19,LAVAL-SUR-LUZEGE,2.15,45.2333
19157,19,PALISSE,2.21667,45.4167
19043,19,LA CHAPELLE-AUX-BROCS,1.61667,45.15
19101,19,LAGUENNE,1.78333,45.2333
19220,19,SAINT-MARTIAL-DE-GIMEL,1.86667,45.2667
19108,19,LAROCHE-PRES-FEYT,2.51667,45.7
19008,19,AMBRUGEAT,2.13333,45.5333
19125,19,MARCILLAC-LA-CROISILLE,2.03333,45.2833
19246,19,SAINT-VIANCE,1.45,45.2167
19090,19,GUMOND,1.98333,45.2167
19219,19,SAINTE-MARIE-LAPANOUZE,2.35,45.4333
19106,19,LAPLEAU,2.16667,45.2833
19121,19,LUBERSAC,1.4,45.45
19184,19,SAINT-BAZILE-DE-MEYSSAC,1.73333,45.05
19040,19,CHAMPAGNAC-LA-PRUNE,1.98333,45.1833
19072,19,DONZENAC,1.53333,45.2333
19239,19,SAINT-ROBERT,1.3,45.25
19052,19,CHAVANAC,2.1,45.6333
19051,19,CHAUMEIL,1.88167,45.4564
19123,19,MALEMORT-SUR-CORREZE,1.55,45.1667
19063,19,COSNAC,1.6,45.1333
19199,19,SAINT-ETIENNE-AUX-CLOS,2.46667,45.5667
19031,19,BRIVE-LA-GAILLARDE,1.53333,45.15
19151,19,NOAILLES,1.53333,45.1
19172,19,RILHAC-TREIGNAC,1.66667,45.5333
19133,19,MERCOEUR,1.95,45.0167
19247,19,SAINT-VICTOUR,2.38333,45.4667
19233,19,SAINT-PARDOUX-LE-VIEUX,2.28333,45.6167
19214,19,SAINT-JULIEN-AUX-BOIS,2.13333,45.1333
19258,19,SERVIERES-LE-CHATEAU,2.03333,45.1333
19166,19,PIERREFITTE,1.61667,45.4167
19138,19,MEYSSAC,1.66667,45.05
19038,19,CHAMEYRAT,1.7,45.2333
19033,19,BUGEAT,1.93333,45.6
19209,19,SAINT-HILAIRE-LES-COURBES,1.83333,45.6
19284,19,VIAM,1.88333,45.6
19279,19,VARS-SUR-ROSEIX,1.36667,45.25
19221,19,SAINT-MARTIAL-ENTRAYGUES,1.98333,45.1167
19280,19,VEGENNES,1.75,44.9833
19115,19,LIGNEYRAC,1.61667,45.05
19086,19,GOULLES,2.08333,45.05
19088,19,GRANDSAIGNE,1.93333,45.4833
19149,19,NEUVILLE,1.83333,45.1167
19242,19,SAINT-SOLVE,1.4,45.3
19026,19,BILHAC,1.78333,44.95
19018,19,BASSIGNAC-LE-HAUT,2.06667,45.2167
19117,19,LISSAC-SUR-COUZE,1.46667,45.1
19128,19,MARGERIDES,2.4,45.45
19017,19,BASSIGNAC-LE-BAS,1.86667,45.0167
19027,19,BONNEFOND,1.98333,45.5333
19066,19,CUBLAC,1.31667,45.15
19054,19,CHENAILLER-MASCHEIX,1.84,45.0545
19127,19,MARC-LA-TOUR,1.85,45.2
21034,21,AUTRICOURT,4.61977,47.9966
21574,21,SAINT-SEINE-SUR-VINGEANNE,5.43333,47.5167
21345,21,LERY,4.83333,47.5667
21377,21,MARCELLOIS,4.61667,47.35
21409,21,MEUILLEY,4.88333,47.1333
21647,21,TRUGNY,5.15,46.9833
21589,21,SAUSSY,4.95,47.4667
21451,21,NESLE-ET-MASSOULT,4.43333,47.7833
21339,21,LANTENAY,4.86667,47.3333
21438,21,MONTMOYEN,4.8,47.7333
21080,21,BLAISY-BAS,4.73333,47.3667
21663,21,VENAREY-LES-LAUMES,4.43333,47.5333
21645,21,TROUHANS,5.26667,47.15
21227,21,DAROIS,4.93333,47.3833
21358,21,LUCENAY-LE-DUC,4.51667,47.6
21656,21,VARANGES,5.2,47.2333
21601,21,SEMEZANGES,4.85834,47.2153
21709,21,VISERNY,4.28333,47.5667
21614,21,SPOY,5.2,47.45
21430,21,MONTIGNY-SAINT-BARTHELEMY,4.26667,47.4167
21484,21,PLANAY,4.38333,47.75
21273,21,FLEUREY-SUR-OUCHE,4.85,47.3167
21117,21,BUSSEAUT,4.65,47.7333
21040,21,AVOSNES,4.65,47.3667
21184,21,COLOMBIER,4.66667,47.1667
21146,21,CHARMES,5.35,47.3833
21143,21,CHANNAY,4.33333,47.8833
21291,21,GENAY,4.3,47.5333
21164,21,CHAZILLY,4.58333,47.1833
21321,21,JAILLY-LES-MOULINS,4.6,47.45
21297,21,GILLY-LES-CITEAUX,4.98333,47.1667
21690,21,VILLEBERNY,4.6,47.4333
21156,21,CHAUDENAY-LE-CHATEAU,4.65,47.1833
21072,21,BEZOUOTTE,5.33333,47.3833
21401,21,MELOISEY,4.73333,47.0333
21503,21,POUILLY-SUR-VINGEANNE,5.43333,47.5333
21585,21,SAULON-LA-CHAPELLE,5.08333,47.2167
21360,21,LUSIGNY-SUR-OUCHE,4.66667,47.0833
21061,21,BELLENOD-SUR-SEINE,4.65,47.7
21158,21,CHAUME-ET-COURCHAMP,5.35112,47.5695
21543,21,SAINT-BROING-LES-MOINES,4.83333,47.6833
21686,21,VILLAINES-LES-PREVOTES,4.3,47.55
21634,21,THOREY-SUR-OUCHE,4.7,47.15
21462,21,NORGES-LA-VILLE,5.06667,47.4
21512,21,PULIGNY-MONTRACHET,4.75,46.95
21592,21,SAVIGNY-SOUS-MALAIN,4.76667,47.3333
21587,21,SAULX-LE-DUC,5.01667,47.5333
21149,21,CHARREY-SUR-SEINE,4.51278,47.9445
21133,21,CHAMBOLLE-MUSIGNY,4.95,47.1833
21178,21,CLEMENCEY,4.88333,47.25
21517,21,QUINCEY,4.96667,47.1167
21165,21,CHEMIN-D'AISEY,4.56667,47.7333
21194,21,CORGOLOIN,4.91667,47.0833
21403,21,MENESSAIRE,4.15,47.1333
21692,21,VILLECOMTE,5.03333,47.5167
21236,21,EBATY,4.78333,46.9333
21581,21,SAMEREY,5.36667,47.0833
21717,21,VOULAINES-LES-TEMPLIERS,4.77806,47.8195
21515,21,QUETIGNY,5.11667,47.3167
21711,21,VIX,4.55,47.9
21547,21,SAINT-EUPHRONE,4.38333,47.4833
21524,21,RIEL-LES-EAUX,4.68333,47.9667
21233,21,DRAMBON,5.36667,47.3333
21525,21,LA ROCHE-EN-BRENIL,4.16667,47.3667
21389,21,MARMAGNE,4.36667,47.6167
21106,21,BRETENIERE,5.11417,47.2406
21494,21,PONCEY-SUR-L'IGNON,4.76667,47.5
21367,21,MAGNY-MONTARLOT,5.34723,47.2481
21423,21,MONTAGNY-LES-BEAUNE,4.85,46.9833
21406,21,MESMONT,4.75,47.3167
21421,21,MOLOY,4.91667,47.5333
21056,21,BEIRE-LE-CHATEL,5.2,47.4167
21218,21,CURTIL-SAINT-SEINE,4.93333,47.45
21552,21,SAINT-HELIER,4.68333,47.3833
21200,21,COUCHEY,4.98333,47.2667
21445,21,LA MOTTE-TERNANT,4.33333,47.3167
21558,21,SAINTE-MARIE-LA-BLANCHE,4.9,46.9833
21511,21,PUITS,4.46667,47.7333
21516,21,QUINCEROT,4.26667,47.6114
21132,21,CHAMBOEUF,4.9,47.2333
21170,21,CHEVIGNY-EN-VALIERE,4.96667,46.9667
21425,21,MONTBARD,4.33333,47.6167
21579,21,SALIVES,4.9,47.6167
21193,21,CORGENGOUX,5,46.9833
21362,21,MACONGE,4.58333,47.2
21113,21,BROINDON,5.05,47.2
21435,21,MONTLIOT-ET-COURCELLES,4.56667,47.8833
21155,21,CHAUDENAY-LA-VILLE,4.65,47.1667
21464,21,NUITS-SAINT-GEORGES,4.95,47.1333
21320,21,IZIER,5.18333,47.2833
21591,21,SAVIGNY-LE-SEC,5.05,47.4333
21013,21,ANCEY,4.83333,47.3333
21216,21,CULETRE,4.58333,47.15
21704,21,VILLIERS-LE-DUC,4.71667,47.8167
21327,21,JOURS-EN-VAUX,4.58333,47.05
21395,21,MASSINGY-LES-VITTEAUX,4.58333,47.4
21386,21,MARIGNY-LE-CAHOUET,4.45,47.4667
21664,21,VERDONNET,4.31667,47.7333
21074,21,BILLEY,5.43333,47.15
21028,21,ATHEE,5.36667,47.2333
21548,21,SAINT-GERMAIN-DE-MODEON,4.13333,47.3833
21716,21,VOUGEOT,4.96667,47.1667
21637,21,TICHEY,5.28333,47.0167
21616,21,TAILLY,4.81667,46.9667
21635,21,THOSTE,4.21667,47.4333
21201,21,COULMIER-LE-SEC,4.48333,47.75
21381,21,MARCILLY-ET-DRACY,4.5,47.4
21049,21,BARJON,4.96667,47.6167
21679,21,VIEILMOULIN,4.67889,47.3117
21175,21,CIREY-LES-PONTAILLER,5.3,47.3
21633,21,THOREY-SOUS-CHARNY,4.45,47.3167
21053,21,BEAUMONT-SUR-VINGEANNE,5.36667,47.4667
21187,21,COMMARIN,4.65,47.25
21337,21,LAMARCHE-SUR-SAONE,5.38333,47.2667
21402,21,MENESBLE,4.9,47.7667
21610,21,SOISSONS-SUR-NACEY,5.45,47.25
21707,21,VILLY-EN-AUXOIS,4.63333,47.4167
21076,21,BINGES,5.26667,47.3333
21372,21,MAISEY-LE-DUC,4.66667,47.8333
21265,21,FIXIN,4.96667,47.25
21419,21,MOLESME,4.35695,47.935
21002,21,AGEY,4.76667,47.2833
21678,21,VIC-SOUS-THIL,4.31667,47.3667
21234,21,DREE,4.68333,47.35
21487,21,PLUVET,5.26667,47.2
21661,21,VELARS-SUR-OUCHE,4.9,47.3333
21298,21,GISSEY-LE-VIEIL,4.48333,47.3167
21316,21,HEUILLEY-SUR-SAONE,5.45,47.3333
21222,21,CUSSY-LE-CHATEL,4.58333,47.1667
21376,21,MARANDEUIL,5.35,47.35
21148,21,CHARREY-SUR-SAONE,5.16667,47.0833
21238,21,ECHANNAY,4.68333,47.2833
21432,21,MONTIGNY-SUR-AUBE,4.76667,47.95
21166,21,CHENOVE,5,47.2833
21480,21,PERNAND-VERGELESSES,4.85112,47.08
21677,21,VIC-DES-PRES,4.63333,47.1
21065,21,BESSEY-EN-CHAUME,4.73333,47.0833
21274,21,FOISSY,4.56667,47.1167
21688,21,VILLARS-FONTAINE,4.88333,47.15
21703,21,VILLIERS-EN-MORVAN,4.26667,47.15
21590,21,SAVIGNY-LES-BEAUNE,4.81667,47.0667
21099,21,BOUZE-LES-BEAUNE,4.76667,47.05
21624,21,TELLECEY,5.28333,47.2833
21424,21,MONTAGNY-LES-SEURRE,5.25,47.0167
21499,21,POTHIERES,4.5,47.9167
21706,21,VILLOTTE-SUR-OURCE,4.68333,47.8667
21392,21,MARTROIS,4.53333,47.3
21294,21,GERLAND,5,47.1
21150,21,CHASSAGNE-MONTRACHET,4.73333,46.9333
21366,21,MAGNY-LES-AUBIGNY,5.16667,47.1167
21185,21,COMBERTAULT,4.9,47
21553,21,SAINT-JEAN-DE-BOEUF,4.75,47.2167
21296,21,GEVROLLES,4.7805,47.9833
21523,21,REULLE-VERGY,4.9,47.1833
21675,21,VIANGES,4.33333,47.1667
21301,21,GLANON,5.1,47.0333
21262,21,FAVEROLLES-LES-LUCEY,4.86667,47.8333
21091,21,BOUHEY,4.66667,47.2
21196,21,CORPEAU,4.75,46.9333
21612,21,SOUHEY,4.41667,47.4833
21041,21,AVOT,5.01667,47.6167
21097,21,BOUSSEY,4.55,47.3667
21427,21,MONTCEAU-ET-ECHARNANT,4.66667,47.0667
21059,21,BELLEFOND,5.06667,47.3833
21260,21,FAIN-LES-MOUTIERS,4.21667,47.5833
21295,21,GEVREY-CHAMBERTIN,4.95,47.2333
21095,21,BOUSSELANGE,5.26667,46.9833
21102,21,BRAZEY-EN-MORVAN,4.3,47.1833
21211,21,CRECEY-SUR-TILLE,5.13333,47.5667
21351,21,LONGCHAMP,5.28333,47.25
21004,21,AIGNAY-LE-DUC,4.73333,47.6667
21181,21,CLOMOT,4.48333,47.1833
21094,21,BOURBERAIN,5.3,47.5
21658,21,VAUCHIGNON,4.65,46.9667
21347,21,LEVERNOIS,4.86667,47
21212,21,CREPAND,4.31667,47.6167
21655,21,VANVEY,4.7,47.8333
21627,21,THENISSEY,4.61667,47.5
21529,21,ROILLY,4.35,47.4167
21693,21,VILLEDIEU,4.36667,47.9167
21365,21,MAGNY-LA-VILLE,4.43333,47.4833
21475,21,PAGNY-LE-CHATEAU,5.18333,47.05
21160,21,CHAUME-LES-BAIGNEUX,4.58333,47.6333
21513,21,QUEMIGNY-POISOT,4.86667,47.2333
21136,21,CHAMPAGNY,4.76667,47.4667
21282,21,FORLEANS,4.2,47.4833
21104,21,BREMUR-ET-VAUROIS,4.6,47.7333
21505,21,PRECY-SOUS-THIL,4.31667,47.3833
21108,21,BRIANNY,4.36667,47.4167
21595,21,SAVOLLES,5.26667,47.3833
21530,21,ROUGEMONT,4.25,47.6667
21496,21,PONTAILLER-SUR-SAONE,5.41667,47.3
21651,21,VAL-SUZON,4.9,47.4167
21379,21,MARCHESEUIL,4.35,47.15
21450,21,NANTOUX,4.75,47.0333
21469,21,ORGEUX,5.15,47.3667
21308,21,GRIGNON,4.4,47.5667
21323,21,JANCIGNY,5.4,47.3833
21429,21,MONTIGNY-MONTFORT,4.33333,47.5833
21373,21,MALAIN,4.78333,47.3167
21017,21,ARCENANT,4.85,47.1333
21696,21,VILLENEUVE-SOUS-CHARIGNY,4.4,47.4333
21213,21,CRIMOLOIS,5.11667,47.2667
21067,21,BESSEY-LES-CITEAUX,5.16667,47.15
21483,21,PICHANGES,5.15,47.4667
21713,21,VONGES,5.4,47.3
21199,21,CORSAINT,4.2,47.5333
21093,21,BOUIX,4.48333,47.8833
21246,21,EPERNAY-SOUS-GEVREY,5.03333,47.1833
21110,21,BROCHON,4.96667,47.2333
21335,21,LACOUR-D'ARCENAY,4.25,47.3667
21342,21,LAPERRIERE-SUR-SAONE,5.35,47.1167
21570,21,SAINTE-SABINE,4.61667,47.1833
21708,21,VILLY-LE-MOUTIER,5,47.0333
21458,21,NOIRON-SOUS-GEVREY,5.08333,47.2
21520,21,REMILLY-EN-MONTAGNE,4.73333,47.2833
21356,21,LOSNE,5.26667,47.1
21596,21,SAVOUGES,5.06667,47.1833
21622,21,TART-LE-BAS,5.21667,47.2167
21613,21,SOUSSEY-SUR-BRIONNE,4.53333,47.3167
21353,21,LONGECOURT-EN-PLAINE,5.15,47.1833
21319,21,IZEURE,5.13333,47.1667
21326,21,JOURS-LES-BAIGNEUX,4.59973,47.6298
21057,21,BEIRE-LE-FORT,5.25,47.2333
21669,21,VERREY-SOUS-DREE,4.68333,47.3667
21276,21,FONTAINES-EN-DUESMOIS,4.55,47.65
21208,21,COURTIVRON,4.96667,47.5333
21468,21,ORAIN,5.43333,47.6167
21538,21,SAINT-ANDEUX,4.1,47.4
21607,21,SEURRE,5.15,47
21272,21,FLEE,4.33333,47.4333
21162,21,CHAUX,4.9,47.1333
21380,21,MARCIGNY-SOUS-THIL,4.38333,47.4
21375,21,MANLAY,4.35,47.1333
21052,21,BEAULIEU,4.72778,47.7273
21555,21,SAINT-JULIEN,5.13333,47.4
21098,21,BOUX-SOUS-SALMAISE,4.63333,47.4667
21701,21,VILLERS-ROTIN,5.4,47.15
21100,21,BRAIN,4.5,47.4667
21268,21,FLAGEY-LES-AUXONNE,5.4,47.1333
21712,21,VOLNAY,4.78139,47.0014
21010,21,ALOXE-CORTON,4.86667,47.0667
21081,21,BLAISY-HAUT,4.75,47.35
21493,21,PONCEY-LES-ATHEE,5.38333,47.2333
21228,21,DETAIN-ET-BRUANT,4.78333,47.1667
21255,21,ETAULES,4.95,47.4
21167,21,CHEUGE,5.4,47.3833
21054,21,BEAUNE,4.83333,47.0333
21214,21,CRUGEY,4.68333,47.1833
21315,21,HAUTEVILLE-LES-DIJON,5,47.3667
21638,21,TIL-CHATEL,5.16667,47.5167
21269,21,FLAMMERANS,5.45,47.2333
21033,21,AUBIGNY-LES-SOMBERNON,4.65,47.3
21557,21,SAINT-MARC-SUR-SEINE,4.6,47.7
21191,21,CORCELLES-LES-CITEAUX,5.08333,47.1667
21522,21,RENEVE,5.41667,47.4
21130,21,CHAMBEIRE,5.25,47.2833
21705,21,VILLOTTE-SAINT-SEINE,4.7,47.4333
21279,21,FONTAINES-LES-SECHES,4.35,47.7833
21121,21,BUSSY-LA-PESLE,4.7,47.3667
21665,21,VERNOIS-LES-VESVRES,5.15,47.65
21077,21,BISSEY-LA-COTE,4.71667,47.9167
21597,21,SEGROIS,4.9,47.1667
21482,21,PERRIGNY-SUR-L'OGNON,5.45,47.3167
21177,21,CLAMEREY,4.43333,47.3833
21357,21,LOUESME,4.75889,47.897
21111,21,BROGNON,5.16667,47.4
21467,21,OISILLY,5.36667,47.4167
21437,21,MONTMANCON,5.38333,47.35
21051,21,BAULME-LA-ROCHE,4.8,47.35
21220,21,CUSSEY-LES-FORGES,5.08333,47.65
21559,21,SAINTE-MARIE-SUR-OUCHE,4.8,47.2833
21643,21,TRECLUN,5.28333,47.1833
21667,21,VERONNES,5.23056,47.5342
21466,21,OIGNY,4.71667,47.5667
21623,21,TART-LE-HAUT,5.2,47.2
21333,21,LABRUYERE,5.15,47.0333
21414,21,MIMEURE,4.5,47.15
21639,21,TILLENAY,5.35,47.1833
21714,21,VOSNE-ROMANEE,4.95,47.1667
21186,21,COMBLANCHIEN,4.91667,47.1
21359,21,LUCEY,4.86667,47.85
21405,21,MERCEUIL,4.83333,46.95
21204,21,COURCELLES-LES-MONTBARD,4.4,47.6
21476,21,PAINBLANC,4.63333,47.15
21459,21,NOIRON-SUR-BEZE,5.3,47.4333
21350,21,LIGNEROLLES,4.88333,47.9
21092,21,BOUILLAND,4.78333,47.1333
21266,21,FLACEY,5.15,47.4333
21544,21,SAINTE-COLOMBE,4.45778,47.427
21670,21,VERREY-SOUS-SALMAISE,4.66667,47.4333
21231,21,DIJON,5.01667,47.3167
21239,21,ECHENON,5.28333,47.1167
21374,21,MALIGNY,4.50917,47.0853
21247,21,EPOISSES,4.16667,47.5
21015,21,ANTIGNY-LA-VILLE,4.55,47.1
21037,21,AUXEY-DURESSES,4.75,46.9833
21241,21,ECHEVRONNE,4.85,47.1
21411,21,MEURSANGES,4.95,46.9833
21463,21,NORMIER,4.43333,47.3667
21580,21,SALMAISE,4.66667,47.45
21044,21,BALOT,4.43333,47.8167
21306,21,GRENANT-LES-SOMBERNON,4.71667,47.2667
21154,21,CHATILLON-SUR-SEINE,4.55,47.85
21083,21,BLANOT,4.23611,47.1723
21563,21,SAINT-MESMIN,4.65,47.35
21542,21,SAINT-BERNARD,5.01667,47.1667
21325,21,JOUEY,4.45,47.15
21354,21,LONGECOURT-LES-CULETRE,4.55,47.1667
21506,21,PREMEAUX-PRISSEY,4.93473,47.1123
21412,21,MEURSAULT,4.76667,46.9833
21275,21,FONCEGRIVE,5.16667,47.6167
21252,21,ETAIS,4.43333,47.7
21001,21,AGENCOURT,4.98333,47.1333
21518,21,QUINCY-LE-VICOMTE,4.25,47.6
21145,21,CHARIGNY,4.43333,47.4333
21417,21,MISSERY,4.36667,47.3
21030,21,AUBAINE,4.71667,47.1333
21576,21,SAINT-THIBAULT,4.46667,47.3667
21237,21,ECHALOT,4.83333,47.6167
21293,21,GERGUEIL,4.81667,47.2333
21674,21,VEUXHAULLES-SUR-AUBE,4.8,47.95
21699,21,VILLERS-LES-POTS,5.35,47.2167
21318,21,IVRY-EN-MONTAGNE,4.63333,47.0333
21226,21,DARCEY,4.56667,47.55
21393,21,MASSINGY,4.6,47.9
21461,21,NOLAY,4.63389,46.9517
21066,21,BESSEY-LA-COUR,4.61667,47.1
21560,21,SAINT-MARTIN-DE-LA-MER,4.23333,47.2333
21289,21,FUSSEY,4.83333,47.1167
21413,21,MILLERY,4.33861,47.5281
21454,21,NICEY,4.31667,47.8667
21400,21,LE MEIX,4.94167,47.6
21715,21,VOUDENAY,4.38333,47.0833
21481,21,PERRIGNY-LES-DIJON,5,47.2667
21470,21,ORIGNY,4.63333,47.7
21605,21,SENNECEY-LES-DIJON,5.1,47.2833
21567,21,SAINT-PRIX-LES-ARNAY,4.5,47.1167
21009,21,ALLEREY,4.43834,47.1895
21096,21,BOUSSENOIS,5.21667,47.6333
